id,SimplifiedName,TraditionalName,PinyinName,CategoryName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id,CategoryCode
5033,风中经络证,風中經絡證,fēng zhōng jīng luò zhèng,病因辨证,pattern/syndrome of wind striking the meridians and collaterals,wind striking the channels and collaterals,syndrome/pattern of wind striking meridian/channel and collateral,"a pattern/syndrome marked by numbness, itching or sudden onset of deviation of eye and mouth",20,360.1014h
5034,干陷,幹陷,gàn xiàn,病因辨证,0,inward invasion of dryness,dry inward invasion,0,20,360.1014h
5035,寒凝血瘀证,寒凝血瘀證,hán níng xuè yū zhèng,病因辨证,pattern/syndrome of congealing cold with blood stasis,cold congealing and blood stasis,syndrome/pattern of cold congeal and blood stasis,"a pattern/syndrome arising when pathogenic cold obstructs qi movement and blood flow, manifested by pain aggravated by cold and alleviated by warmth, cold and cyanotic limbs, and delayed menstruation, painful periods, menstrual discharge of dark purple blood with clots, dark purple tongue with white coating, and sunken, slow and choppy pulse",20,360.1014h
5036,寒胜痛痹证,寒勝痛痹證,hán shèng tòng bì zhèng,病因辨证,pattern/syndrome of cold-prevailing agonizing arthralgia,cold-prevalent painful bì syndrome,syndrome/pattern of cold-prevailing agonizing arthralgia,"a pattern/syndrome attributed to stagnation of pathogenic wind-cold-dampness (with predominance of cold) in sinews, bones and joints, and manifested by joint cold pain with fixed location, white tongue coating and string-like tight pulse, the same as the pattern/syndrome of cold-prevailing painful arthralgia",20,360.1014h
5037,寒湿发黄证,寒濕發黃證,hán shī fā huáng zhèng,病因辨证,0,cold-damp jaundice,syndrome/pattern of colddampness jaundice,0,20,360.1014h
5038,寒湿内阻证,寒濕內阻證,hán shī nèi zǔ zhèng,病因辨证,pattern/syndrome of internal obstruction of cold-dampness,internal obstruction of cold-damp,syndrome/pattern of internal obstruction of colddampness,"a pattern/syndrome marked by heaviness feeling of the head and body, joint pain with inhibited bending and stretching, absence of sweat, or edema of the face and limbs, loose stools, and dysuria; white and moistened tongue coating and slippery pulse",20,360.1014h
5039,火毒内陷证,火毒內陷證,huǒ dú nèi xiàn zhèng,病因辨证,pattern/syndrome of inward invasion of fire toxin,inward invasion of fire toxin,syndrome/pattern of inward invasion of fire toxin,"a syndrome arising when exuberant fire-heat toxin penetrates into the internal organs, usually manifested by high fever with thirst, delirium, constipation, dark-colored urine, crimson tongue with yellow coating and rapid sunken pulse",20,360.1014h
5040,火毒证,火毒證,huǒ dú zhèng,病因辨证,fire toxin pattern/ syndrome,fire toxin syndrome,fire toxin syndrome/pattern,"a pattern/syndrome caused by toxin derived from exuberant heat-fire retaining in the skin and subcutaneous tissue, marked by local redness, swelling and burning pain, followed by abscess formation and accompanied by fever, thirst, reddened tongue with yellow coating, and rapid pulse",20,360.1014h
5041,火热证,火熱證,huǒ rè zhèng,病因辨证,fire-heat pattern/ syndrome,fire-heat pattern/syndrome,fire-heat syndrome/pattern,"any pattern/syndrome of heat and fire, either contracted externally or engendered internally",20,360.1014h
5042,火陷,火陷,huǒ xiàn,病因辨证,0,inward invasion of fire,fire inward invasion,0,20,360.1014h
5043,内陷,內陷,nèi xiàn,病因辨证,0,inward invasion,inward invasion,0,20,360.1014h
5044,内燥证,內燥證,nèi zào zhèng,病因辨证,internal dryness pattern/syndrome,internal dryness pattern/syndrome,internal dryness syndrome/ pattern,"any pattern/syndrome of dryness due to consumption of body fluids, manifested by emaciation, withered skin, dry throat, parched lips, thirst, oliguria, constipation, furless reddened tongue and rapid fine pulse",20,360.1014h
5045,脓证,膿證,nóng zhèng,病因辨证,pus pattern/syndrome,suppuration syndrome,suppuration syndrome/ pattern,"a pattern/syndrome marked by purulent discharge from an ulcerative lesion with stinking fetid smell, accompanied by fever, thirst, curdy and slimy tongue coating, and rapid slippery pulse",20,360.1014h
5046,七恶,七惡,qī è,病因辨证,seven malign signs,seven ominous signs,seven ominous signs,"seven signs indicating a poor prognosis of external lesions, i.e., poor heart, poor liver, poor spleen, poor lung, poor kidney, deteriorated viscera, and exhausted qi and blood",20,360.1014h
5047,热毒攻喉证,熱毒攻喉證,rè dú gōng hóu zhèng,病因辨证,0,heat toxin attacking the throat,syndrome/pattern of heat toxin attacking throat,0,20,360.1014h
5048,热毒攻舌证,熱毒攻舌證,rè dú gōng shé zhèng,病因辨证,pattern/syndrome of heat toxin attacking the tongue,heat toxin attacking the tongue,syndrome/pattern of heat toxin attacking tongue,"a pattern/syndrome marked by redness, swelling and pain of the tongue or a part of the tongue with impaired lingual movement, fever, thirst and rapid forceful pulse",20,360.1014h
5049,热邪阻痹证,熱邪阻痹證,rè xié zǔ bì zhèng,病因辨证,pattern/syndrome of heat-obstructing arthralgia,heat-obstruction bì syndrome,syndrome/pattern of heat-obstruction arthralgia,"a pattern/syndrome attributed to stagnation of pathogenic wind-dampness-heat (with predominance of heat) in sinews, bones and joints, and manifested by joint pain with local scorching hotness, redness and swelling, yellow tongue coating and rapid slippery pulse",20,360.1014h
5050,伤损筋骨证,傷損筋骨證,shāng sǔn jīn gǔ zhèng,病因辨证,0,injury to sinew and bone,syndrome/pattern of injury of bone and sinew,0,20,360.1014h
5051,蛇毒内攻证,蛇毒內攻證,shé dú nèi gōng zhèng,病因辨证,pattern/syndrome of inward attack of snake venom,internal attack of snake venom,syndrome/pattern of internal attack of snake venom,"a pattern/syndrome arising after snake-bite when the snake venom invades the internal organs, marked by headache and dizziness, oppression in the chest, dyspnea, cold sweats and cold limbs, or loss of consciousness",20,360.1014h
5052,湿热毒蕴证,濕熱毒蘊證,shī rè dú yùn zhèng,病因辨证,pattern/syndrome of retained dampness-heat toxin,damp-heat toxin accumulation,syndrome/pattern of dampness-heat-toxin accumulation,"a pattern/syndrome marked by redness, swelling, ulceration and exudation of the hand, foot, ear, nose, head, face or genital region, or by fever, jaundice, impaired consciousness, eruptions, reddened tongue and rapid soggy pulse",20,360.1014h
5053,湿热发黄证,濕熱發黃證,shī rè fā huáng zhèng,病因辨证,0,damp-heat jaundice,syndrome/pattern of dampness-heat jaundice,0,20,360.1014h
5054,湿热犯耳证,濕熱犯耳證,shī rè fàn ěr zhèng,病因辨证,pattern/syndrome of dampness-heat invading the ear,damp-heat invading the ears,syndrome/pattern of dampness-heat invading ear,"a pattern/syndrome marked by redness, swelling, pain, erosion, exudation, incrustation of the meatus or auricle, or discharge of thick yellow pus from the ear, or distension of the ear with tinnitus, yellow slimy tongue coating and rapid slippery pulse",20,360.1014h
5055,湿热蒸口证,濕熱蒸口證,shī rè zhēng kǒu zhèng,病因辨证,pattern/syndrome of dampness-heat steaming the mouth,damp-heat steaming the mouth,syndrome/pattern of dampness-heat steaming mouth,"a pattern/syndrome marked by redness, swelling and pain of the mucous membrane of the mouth, or ulceration in the oral cavity with discharge of fetid pus, or reddened, swollen and ulcerated lip with inflamed angular rhagades, reddened tongue with yellow slimy coating and rapid soggy pulse",20,360.1014h
5056,湿热蒸舌证,濕熱蒸舌證,shī rè zhēng shé zhèng,病因辨证,pattern/syndrome of dampness-heat steaming the tongue,damp-heat steaming the tongue,syndrome/pattern of dampness-heat steaming tongue,"a pattern/syndrome marked by a reddened, swollen and painful tongue, even with festering ulceration and yellow slimy tongue coating",20,360.1014h
5057,湿胜着痹证,濕勝著痹證,shī shèng zhe bì zhèng,病因辨证,pattern/syndrome of dampness-prevailing fixed arthralgia,dampness-prevalent fixed bi syndrome,syndrome/pattern of dampness-prevailing fixed arthralgia,"a pattern/syndrome attributed to stagnation of pathogenic wind-cold-dampness (with predominance of dampness) in sinews, bones and joints, and manifested by pain, feeling of heaviness and swelling in the joint with fixed location, local skin numbness, white slimy tongue coating, and slippery or soggy pulse",20,360.1014h
5058,湿证,濕證,shī zhèng,病因辨证,dampness pattern/ syndrome,dampness syndrome,dampness syndrome/ pattern,"any pattern/syndrome resulting from contraction of external dampness or from dampness arising within, marked by physical fatigue, heavy cumbersome limbs, heavy-headedness, poor appetite, abdominal distention, sloppy stool, slippery and slimy tongue coating, and soggy relaxed pulse",20,360.1014h
5059,石阻证,石阻證,shí zǔ zhèng,病因辨证,calculus obstruction pattern/syndrome,calculus obstruction syndrome,calculus obstruction syndrome/pattern,"a pattern/syndrome caused by calculus obstruction, marked by distending pain or colicky pain in the right hypochondrium or in the lumbar region referring to the lesser abdomen",20,360.1014h
5060,实寒证,實寒證,shí hán zhèng,病因辨证,excess cold pattern/ syndrome,excess cold pattern,excess cold syndrome/ pattern,any pattern/syndrome due to contraction of yin cold,20,360.1014h
5061,实热证,實熱證,shí rè zhèng,病因辨证,excess heat pattern/ syndrome,excess heat pattern/syndrome,excess heat syndrome/ pattern,"a pattern/syndrome caused by excessive pathogenic heat while the body resistance is still sufficient with intense reaction, marked by high fever with restlessness, constipation, large or slippery rapid pulse",20,360.1014h
5062,食积证,食積證,shí jī zhèng,病因辨证,food accumulation pattern/syndrome,food accumulation syndrome,food accumulation syndrome/pattern,"a pattern/syndrome marked by epigastric and abdominal distention, vomiting of sour matter, anorexia, offensive odor of stools, curdy and slimy tongue coating, the same as the food stagnation pattern/syndrome",20,360.1014h
5063,暑闭气机证,暑閉氣機證,shǔ bì qì jī zhèng,病因辨证,pattern/syndrome of summerheat blocking qi movement,summerheat blocking qi movement,syndrome/pattern of summerheat blocking qi movement,"a pattern/syndrome of summerheat marked by sudden fainting, fever without much sweating, reversal cold of limbs, dyspnea, lockjaw, or nausea, vomiting and abdominal pain",20,360.1014h
5064,暑兼寒湿证,暑兼寒濕證,shǔ jiān hán shī zhèng,病因辨证,pattern/syndrome of summerheat with cold-dampness,combined summerheat and cold-damp syndrome,syndrome/pattern of combined summerheat and cold-dampness,"a pattern/syndrome arising when a combination of summerheat and cold-dampness attacks the exterior of the body, marked by headache, fever, aversion to cold, absence of sweating, epigastric oppression, irritable disposition and thin slimy tongue coating",20,360.1014h
5065,暑热动风证,暑熱動風證,shǔ rè dòng fēng zhèng,病因辨证,pattern/syndrome of summerheat-heat stirring wind,stirring wind due to summerheat,syndrome/pattern of stirring wind due to summerheat,"a pattern/syndrome of summerheat marked by high fever, loss of consciousness, convulsion, opisthotonos and trismus",20,360.1014h
5066,暑热证,暑熱證,shǔ rè zhèng,病因辨证,summerheat-heat pattern/syndrome,summerheat-heat syndrome,summerheat syndrome/ pattern,"a pattern/syndrome of summerheat marked by fever, thirst, listlessness, shortness of breath, irritable disposition, dizziness, sweating, short voidings of yellow urine, reddened tongue with dry yellow coating and large surging pulse",20,360.1014h
5067,暑伤津气证,暑傷津氣證,shǔ shāng jīn qì zhèng,病因辨证,pattern/syndrome of summerheat damaging fluid and qi,summerheat injuring fluid and qi,syndrome/pattern of summerheat injuring fluid and qi,"a pattern/syndrome caused by summerheat which consumes qi and damages fluids, and manifested by fever with sweating, strong thirst, irritable disposition, flushed face, listlessness, lack of strength, shortness of breath, short voidings of deep-colored urine, redden tongue with dry yellow coating, and large floating weak pulse",20,360.1014h
